onset	duration	event_type
1.038779974	1.5848931924611136	type1_color1_cuep
9.1223299503	3	type1_color1_searchp
13.1556138992	1.3593563908785256	type3_color5_cuep
17.0724139214	3	type3_color5_searchp
21.1056408882	1.4677992676220695	type1_color5_cuep
25.7393388748	3	type1_color5_searchp
29.7724158764	1.0	type2_color3_cuep
33.6058478355	3	type2_color3_searchp
37.6392428875	1.847849797422291	type1_color2_cuep
45.3393068314	3	type1_color2_searchp
49.3725688457	1.5848931924611136	type3_color3_cuep
56.2228999138	3	type3_color3_searchp
60.3226499557	1.3593563908785256	type3_color4_cuep
65.5229728222	3	type3_color4_searchp
69.555948019	1.4677992676220695	type2_color3_cuep
75.3062310219	3	type2_color3_searchp
79.3394780159	1.1659144011798317	type2_color1_cuep
85.2896049023	3	type2_color1_searchp
89.3229629993	1.2589254117941673	type3_color1_cuep
95.8396978378	3	type3_color1_searchp
99.8728969097	1.9952623149688795	type1_color5_cuep
104.4565238953	3	type1_color5_searchp
108.5563089848	1.0797751623277096	type3_color4_cuep
114.9065499306	3	type3_color4_searchp
118.9397149086	1.0	type3_color2_cuep
123.789937973	3	type3_color2_searchp
127.8231339455	1.2589254117941673	type2_color2_cuep
133.3733248711	3	type2_color2_searchp
137.4066359997	1.7113283041617808	type3_color5_cuep
141.9568419456	3	type3_color5_searchp
145.9900159836	1.4677992676220695	type1_color4_cuep
150.2901380062	3	type1_color4_searchp
154.3233568668	1.7113283041617808	type1_color3_cuep
159.9069077969	3	type1_color3_searchp
163.9402198792	1.0797751623277096	type1_color4_cuep
169.7736308575	3	type1_color4_searchp
173.9569048882	1.847849797422291	type3_color1_cuep
179.2902739048	3	type3_color1_searchp
183.3235328197	1.2589254117941673	type1_color2_cuep
187.707046032	3	type1_color2_searchp
191.7903828621	1.847849797422291	type2_color4_cuep
199.4905319214	3	type2_color4_searchp
203.5904300213	1.1659144011798317	type1_color3_cuep
208.240557909	3	type1_color3_searchp
212.2738759518	1.9952623149688795	type2_color2_cuep
217.4072189331	3	type2_color2_searchp
221.4405539036	1.0	type2_color5_cuep
228.290776968	3	type2_color5_searchp
232.3240249157	1.1659144011798317	type2_color4_cuep
238.2575039864	3	type2_color4_searchp
242.290861845	1.0797751623277096	type2_color5_cuep
245.9249458313	3	type2_color5_searchp
249.9574568272	1.9952623149688795	type1_color1_cuep
255.4241788387	3	type1_color1_searchp
259.4574999809	1.3593563908785256	type3_color2_cuep
267.3077588081	3	type3_color2_searchp
271.3410208225	1.5848931924611136	type2_color1_cuep
279.4243910313	3	type2_color1_searchp
283.4577798843	1.7113283041617808	type3_color3_cuep
289.4748909473	3	type3_color3_searchp
