onset	duration	event_type
1.0399608612	1.2589254117941673	type1_color2_cuep
6.5735228062	3	type1_color2_searchp
10.623456955	1.0	type2_color4_cuep
15.473544836	3	type2_color4_searchp
19.5068838596	1.847849797422291	type1_color1_cuep
27.8570179939	3	type1_color1_searchp
31.9069299698	1.0797751623277096	type3_color5_cuep
38.8403749466	3	type3_color5_searchp
42.8904659748	1.0	type2_color3_cuep
48.640488863	3	type2_color3_searchp
52.6737890244	1.7113283041617808	type1_color4_cuep
57.2072479725	3	type1_color4_searchp
61.2404568195	1.1659144011798317	type3_color4_cuep
67.674093008	3	type3_color4_searchp
71.7238638401	1.4677992676220695	type3_color1_cuep
76.0239260197	3	type3_color1_searchp
80.1405818462	1.0797751623277096	type2_color4_cuep
86.057407856	3	type2_color4_searchp
90.0906558037	1.2589254117941673	type2_color1_cuep
96.6075339317	3	type2_color1_searchp
100.6574788094	1.9952623149688795	type2_color1_cuep
105.2077698708	3	type2_color1_searchp
109.3408918381	1.3593563908785256	type3_color1_cuep
114.4576969147	3	type3_color1_searchp
118.4909608364	1.9952623149688795	type1_color2_cuep
124.5244398117	3	type1_color2_searchp
128.5743939877	1.4677992676220695	type2_color2_cuep
133.8911619186	3	type2_color2_searchp
138.0243778229	1.0	type3_color2_cuep
142.15802598	3	type3_color2_searchp
146.1911709309	1.7113283041617808	type1_color1_cuep
151.0246248245	3	type1_color1_searchp
155.0578799248	1.2589254117941673	type2_color5_cuep
162.8081300259	3	type2_color5_searchp
166.9246017933	1.847849797422291	type1_color4_cuep
174.6248040199	3	type1_color4_searchp
178.6580798626	1.4677992676220695	type3_color2_cuep
182.6747298241	3	type3_color2_searchp
186.7081298828	1.5848931924611136	type2_color3_cuep
192.1415569782	3	type2_color3_searchp
196.1749207973	1.5848931924611136	type3_color3_cuep
200.5750088692	3	type3_color3_searchp
204.6082749367	1.1659144011798317	type1_color5_cuep
210.0417490006	3	type1_color5_searchp
214.0916259289	1.5848931924611136	type3_color3_cuep
222.1584908962	3	type3_color3_searchp
226.1917178631	1.3593563908785256	type1_color5_cuep
232.6587610245	3	type1_color5_searchp
236.7084858418	1.1659144011798317	type3_color5_cuep
245.4253139496	3	type3_color5_searchp
249.458509922	1.7113283041617808	type2_color5_cuep
259.4755818844	3	type2_color5_searchp
263.5086989403	1.3593563908785256	type3_color4_cuep
268.3421080112	3	type3_color4_searchp
272.3920798302	1.9952623149688795	type1_color3_cuep
276.94222188	3	type1_color3_searchp
280.9754889011	1.847849797422291	type2_color2_cuep
287.2091128826	3	type2_color2_searchp
291.3256628513	1.0797751623277096	type1_color3_cuep
298.259210825	3	type1_color3_searchp
