onset	duration	event_type
1.1231181622	1.7113283041617808	type3_color1_cuep
7.5731980801	3	type3_color1_searchp
11.6065189838	1.847849797422291	type2_color3_cuep
17.356719017	3	type2_color3_searchp
21.3899531364	1.9952623149688795	type1_color2_cuep
29.240170002	3	type1_color2_searchp
33.2734060287	1.0	type3_color5_cuep
36.8234601021	3	type3_color5_searchp
40.8567950726	1.0797751623277096	type3_color1_cuep
47.806853056	3	type3_color1_searchp
51.8401432037	1.0797751623277096	type3_color3_cuep
56.0569961071	3	type3_color3_searchp
60.0903360844	1.1659144011798317	type2_color2_cuep
64.7404119968	3	type2_color2_searchp
68.773692131	1.847849797422291	type3_color5_cuep
75.9071722031	3	type3_color5_searchp
79.9404511452	1.0	type1_color4_cuep
87.4406130314	3	type1_color4_searchp
91.4738240242	1.3593563908785256	type2_color2_cuep
96.7073512077	3	type2_color2_searchp
100.7406260967	1.9952623149688795	type2_color4_cuep
107.0574221611	3	type2_color4_searchp
111.2240211964	1.847849797422291	type1_color3_cuep
118.9407320023	3	type1_color3_searchp
122.9740540981	1.9952623149688795	type3_color4_cuep
129.2409141064	3	type3_color4_searchp
133.2742171288	1.4677992676220695	type2_color1_cuep
140.0077781677	3	type2_color1_searchp
144.0409901142	1.2589254117941673	type1_color2_cuep
148.4578111172	3	type1_color2_searchp
152.5576779842	1.7113283041617808	type1_color1_cuep
158.5413022041	3	type1_color1_searchp
162.57447505	1.5848931924611136	type1_color5_cuep
170.6579740047	3	type1_color5_searchp
174.6911420822	1.4677992676220695	type2_color1_cuep
179.624653101	3	type2_color1_searchp
183.6580030918	1.1659144011798317	type2_color5_cuep
187.6580910683	3	type2_color5_searchp
191.6913990974	1.3593563908785256	type3_color2_cuep
195.5914511681	3	type3_color2_searchp
199.6247811317	1.2589254117941673	type3_color4_cuep
207.4082801342	3	type3_color4_searchp
211.4415550232	1.5848931924611136	type1_color1_cuep
215.8582420349	3	type1_color1_searchp
219.8916192055	1.0	type3_color3_cuep
224.7416260242	3	type3_color3_searchp
228.7749330997	1.3593563908785256	type1_color4_cuep
234.8751721382	3	type1_color4_searchp
238.9084432125	1.7113283041617808	type2_color5_cuep
244.0920660496	3	type2_color5_searchp
248.125275135	1.1659144011798317	type1_color3_cuep
251.8586330414	3	type1_color3_searchp
255.9585402012	1.4677992676220695	type1_color5_cuep
262.6920981407	3	type1_color5_searchp
266.725356102	1.2589254117941673	type3_color2_cuep
270.8087739944	3	type3_color2_searchp
274.8419890404	1.0797751623277096	type2_color4_cuep
280.6755011082	3	type2_color4_searchp
284.7088260651	1.5848931924611136	type2_color3_cuep
289.4258050919	3	type2_color3_searchp
