onset	duration	event_type
1.1293199062	1.0	type2_color2_cuep
7.9795708656	3	type2_color2_searchp
12.0127999783	1.9952623149688795	type2_color3_cuep
16.8463039398	3	type2_color3_searchp
20.8795850277	1.7113283041617808	type3_color4_cuep
26.4297189713	3	type3_color4_searchp
30.4629929066	1.0797751623277096	type3_color5_cuep
35.8631219864	3	type3_color5_searchp
39.8964879513	1.5848931924611136	type2_color4_cuep
44.6131639481	3	type2_color4_searchp
48.6464140415	1.4677992676220695	type3_color2_cuep
53.5798590183	3	type3_color2_searchp
57.6131410599	1.0	type3_color3_cuep
61.4798510075	3	type3_color3_searchp
65.5132629871	1.2589254117941673	type1_color2_cuep
71.5134038925	3	type1_color2_searchp
75.5466580391	1.847849797422291	type3_color5_cuep
81.2801139355	3	type3_color5_searchp
85.3133990765	1.0797751623277096	type3_color3_cuep
88.9470009804	3	type3_color3_searchp
92.980121851	1.1659144011798317	type1_color3_cuep
97.9977350235	3	type1_color3_searchp
102.0302140713	1.847849797422291	type3_color1_cuep
107.3469779491	3	type3_color1_searchp
111.3802900314	1.7113283041617808	type2_color1_cuep
117.8304209709	3	type2_color1_searchp
121.8636620045	1.3593563908785256	type2_color4_cuep
128.5137908459	3	type2_color4_searchp
132.54697299	1.5848931924611136	type1_color3_cuep
136.6805520058	3	type1_color3_searchp
140.7138428688	1.7113283041617808	type1_color5_cuep
148.9139859676	3	type1_color5_searchp
152.9471979141	1.9952623149688795	type3_color4_cuep
158.0807719231	3	type3_color4_searchp
162.113945961	1.1659144011798317	type1_color1_cuep
169.1474878788	3	type1_color1_searchp
173.1806850433	1.3593563908785256	type1_color2_cuep
179.7975549698	3	type1_color2_searchp
183.8308279514	1.5848931924611136	type1_color5_cuep
188.5809369087	3	type1_color5_searchp
192.6142039299	1.0797751623277096	type2_color5_cuep
199.5811090469	3	type2_color5_searchp
203.7309589386	1.4677992676220695	type2_color1_cuep
211.6979720593	3	type2_color1_searchp
215.7310659885	1.4677992676220695	type2_color3_cuep
223.7312350273	3	type2_color3_searchp
227.7645089626	1.2589254117941673	type1_color4_cuep
231.8479659557	3	type1_color4_searchp
235.881223917	1.9952623149688795	type2_color5_cuep
241.3647320271	3	type2_color5_searchp
245.397947073	1.3593563908785256	type1_color1_cuep
249.2983958721	3	type1_color1_searchp
253.4147708416	1.1659144011798317	type3_color1_cuep
259.3315310478	3	type3_color1_searchp
263.3647859097	1.847849797422291	type3_color2_cuep
270.4816000462	3	type3_color2_searchp
274.514744997	1.2589254117941673	type1_color4_cuep
280.064966917	3	type1_color4_searchp
284.0982019901	1.0	type2_color2_cuep
289.3817389011	3	type2_color2_searchp
