onset	duration	event_type
1.1841311455	1.9952623149688795	type3_color5_cuep
5.767553091	3	type3_color5_searchp
9.9340670109	1.2589254117941673	type3_color4_cuep
14.0176069736	3	type3_color4_searchp
18.0509130955	1.0	type2_color4_cuep
24.3510119915	3	type2_color4_searchp
28.5176279545	1.0	type3_color3_cuep
33.0011219978	3	type3_color3_searchp
37.0344159603	1.3593563908785256	type2_color5_cuep
41.5177619457	3	type2_color5_searchp
45.5510900021	1.2589254117941673	type1_color3_cuep
51.0846180916	3	type1_color3_searchp
55.1178650856	1.9952623149688795	type1_color4_cuep
63.6346681118	3	type1_color4_searchp
67.6679501534	1.847849797422291	type3_color1_cuep
74.3014190197	3	type3_color1_searchp
78.4346270561	1.4677992676220695	type1_color1_cuep
84.651499033	3	type1_color1_searchp
88.7014341354	1.4677992676220695	type3_color5_cuep
93.6515021324	3	type3_color5_searchp
97.6847851276	1.7113283041617808	type3_color1_cuep
103.6684429646	3	type3_color1_searchp
107.7014529705	1.2589254117941673	type3_color4_cuep
111.5349781513	3	type3_color4_searchp
115.5682990551	1.7113283041617808	type2_color2_cuep
123.1517729759	3	type2_color2_searchp
127.1850180626	1.5848931924611136	type2_color1_cuep
131.5851299763	3	type2_color1_searchp
135.6183979511	1.0797751623277096	type2_color1_cuep
139.8185379505	3	type2_color1_searchp
143.8518519402	1.0797751623277096	type1_color2_cuep
150.7852420807	3	type1_color2_searchp
154.8352711201	1.0	type1_color2_cuep
161.1020190716	3	type1_color2_searchp
165.1353290081	1.1659144011798317	type2_color2_cuep
168.8521370888	3	type2_color2_searchp
172.8853969574	1.5848931924611136	type1_color1_cuep
177.3187689781	3	type1_color1_searchp
181.3521170616	1.7113283041617808	type3_color2_cuep
187.3355231285	3	type3_color2_searchp
191.3688781261	1.1659144011798317	type3_color3_cuep
196.002259016	3	type3_color3_searchp
200.0355100632	1.847849797422291	type1_color3_cuep
207.7963211536	3	type1_color3_searchp
211.8356940746	1.1659144011798317	type1_color5_cuep
219.5025200844	3	type1_color5_searchp
223.5524051189	1.9952623149688795	type1_color4_cuep
229.4025790691	3	type1_color4_searchp
233.4525129795	1.3593563908785256	type2_color5_cuep
240.0694439411	3	type2_color5_searchp
244.2358901501	1.0797751623277096	type1_color5_cuep
251.8360719681	3	type1_color5_searchp
255.8693521023	1.3593563908785256	type2_color3_cuep
261.1028120518	3	type2_color3_searchp
265.1360230446	1.847849797422291	type2_color4_cuep
270.8362121582	3	type2_color4_searchp
274.8695580959	1.5848931924611136	type2_color3_cuep
281.2028839588	3	type2_color3_searchp
285.2362420559	1.4677992676220695	type3_color2_cuep
289.836368084	3	type3_color2_searchp
